f	h(f)
14.8740836734693	-0.588742247681688
15.0067645408163	-0.59538917831109
15.1394454081632	-0.576576759197571
15.2721262755102	-0.587548131225853
15.4048071428571	-0.583770125917613
15.537488010204	-0.587849960897259
15.670168877551	-0.581439830639615
15.8028497448979	-0.581792970599874
15.9355306122449	-0.568131487335944
16.0682114795918	-0.575298946824187
16.2008923469387	-0.567899114771253
16.3335732142857	-0.574701452834689
16.4662540816326	-0.582073195352552
16.5989349489795	-0.584503668054921
16.7316158163265	-0.579750613825304
16.8642966836734	-0.573454078773142
16.9969775510204	-0.568853317813994
17.1296584183673	-0.577711211912757
17.2623392857142	-0.574171070693627
17.3950201530612	-0.574177353593948
17.5277010204081	-0.576863946159093
17.660381887755	-0.576647408960926
17.793062755102	-0.56592941919095
17.9257436224489	-0.557553610854872
18.0584244897959	-0.558175893425714
18.1911053571428	-0.561297392041408
18.3237862244897	-0.55943923553096
18.4564670918367	-0.550795587792284
18.5891479591836	-0.5434326870414
18.7218288265306	-0.531742871371999
18.8545096938775	-0.51983910360202
18.9871905612244	-0.498533598837131
19.1198714285714	-0.48309221225389
19.2525522959183	-0.463371203946624
19.3852331632652	-0.44323157476873
19.5179140306122	-0.418421727308264
19.6505948979591	-0.400825245620251
19.7832757653061	-0.378642099995926
19.915956632653	-0.357745385864837
20.0486374999999	-0.338807088269463
20.1813183673469	-0.310490489184753
20.3139992346938	-0.309347272462165
20.4466801020407	-0.295176948383956
20.5793609693877	-0.286972023990579
20.7120418367346	-0.275879988967626
20.8447227040816	-0.265685799432149
20.9774035714285	-0.266654649218576
21.1100844387754	-0.264955444273321
21.2427653061224	-0.25976519216826
21.3754461734693	-0.266182096363456
21.5081270408162	-0.27843784825914
21.6408079081632	-0.2865090402885
21.7734887755101	-0.297740407577425
21.9061696428571	-0.303137794752411
22.038850510204	-0.318651335268057
22.1715313775509	-0.334266681892472
22.3042122448979	-0.346524334035109
22.4368931122448	-0.368627643598608
22.5695739795918	-0.389129017849531
22.7022548469387	-0.391808015131987
22.8349357142856	-0.38832005967371
22.9676165816326	-0.382834167354295
23.1002974489795	-0.38363035061984
23.2329783163264	-0.379565779746268
23.3656591836734	-0.366454918099769
23.4983400510203	-0.374365081459425
23.6310209183673	-0.381437003679226
23.7637017857142	-0.385113193281093
23.8963826530611	-0.4043106181886
24.0290635204081	-0.392484436086547
24.161744387755	-0.407489256221832
24.2944252551019	-0.400120987569417
24.4271061224489	-0.411655338812882
24.5597869897958	-0.426132610202432
24.6924678571428	-0.439387031807199
24.8251487244897	-0.440639132965174
24.9578295918366	-0.432060322864476
25.0905104591836	-0.420670635113437
25.2231913265305	-0.413839502906913
25.3558721938774	-0.402430807442011
25.4885530612244	-0.423665651601925
25.6212339285713	-0.433251292107181
25.7539147959183	-0.440632560179461
25.8865956632652	-0.457236109549192
26.0192765306121	-0.429192949864699
26.1519573979591	-0.435800293386668
26.284638265306	-0.471143479948499
26.417319132653	-0.466619582269088
26.55	-0.526431031738565
